anime_id,title,genre,aired,episodes,members,score
1583,Candy Boy: Side Story For Archive,"['Romance', 'School', 'Shoujo Ai']",2007,1,25684,6.91
1584,White Album 2nd Season,"['Drama', 'Harem', 'Music', 'Romance']",2009,13,35155,6.92
1585,Love Stage!!: Chotto ja Nakutte,"['Comedy', 'Romance', 'Shounen Ai']",2014,1,40141,7.62
1586,Kuroshitsuji II Specials,"['Fantasy', 'Supernatural', 'Comedy', 'Parody', 'Shounen']",2010,6,85295,7.62
1587,Kimagure Orange Road,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life', 'Super Power']",1987,48,27935,7.62
1588,K,"['Action', 'Super Power', 'Supernatural']",2012,13,484824,7.62
1589,Isshuukan Friends.,"['Slice of Life', 'Comedy', 'School', 'Shounen']",2014,12,217647,7.62
1590,Irozuku Sekai no Ashita kara,"['Drama', 'Magic', 'Romance', 'School']",2018,13,164419,7.62
1591,Toji no Miko,"['Action', 'Fantasy']",2018,24,53661,6.92
1592,Senkou no Night Raid,"['Action', 'Military', 'Historical', 'Super Power']",2010,13,36403,6.92
1593,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,"['Action', 'Adventure', 'Kids', 'Drama', 'Fantasy']",2006,1,53318,6.92
1594,Nisekoimonogatari,['Music'],2015,1,31192,6.92
1595,Futsuu no Joshikousei ga [Locodol] Yattemita.,"['Slice of Life', 'Comedy', 'Seinen']",2014,12,36002,6.92
1596,Ro-Kyu-Bu!,"['Comedy', 'Ecchi', 'School', 'Sports']",2011,12,65221,6.93
1597,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undouaki,"['Action', 'Comedy', 'Fantasy', 'Martial Arts', 'Shounen', 'Sports']",2004,1,58355,6.93
1598,Kyoukai no Rinne (TV),"['Comedy', 'Supernatural', 'Romance', 'School', 'Shounen']",2015,25,68726,6.93
1599,IS: Infinite Stratos,"['Action', 'Sci-Fi', 'Harem', 'Comedy', 'Ecchi', 'Mecha']",2011,12,411673,6.93
1600,High School DxD Hero: Taiikukan-ura no Holy,"['Action', 'Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",2018,1,43080,6.93
1601,Berserk 2nd Season,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Military', 'Romance', 'Supernatural']",2017,12,97258,6.93
1602,Kill Me Baby,"['Comedy', 'School', 'Seinen']",2012,13,84323,6.91
1603,Evangelion: 3.0 You Can (Not) Redo,"['Action', 'Sci-Fi', 'Mecha']",2012,1,216791,7.62
1604,Durarara!!x2 Ten: Onoroke Chakapoko,"['Action', 'Mystery', 'Supernatural']",2016,1,34368,7.62
1605,Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,"['Action', 'Sci-Fi', 'Comedy', 'Super Power', 'Fantasy', 'Shounen']",2011,1,30097,7.62
1606,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,"['Drama', 'Magic', 'Shoujo']",1995,1,30774,7.62
1607,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,"['Comedy', 'Romance', 'School']",2013,1,142733,7.63
1608,World Trigger,"['Action', 'Sci-Fi', 'Supernatural', 'School', 'Shounen']",2014,73,188819,7.63
1609,Shakugan no Shana III (Final),"['Action', 'Supernatural', 'Drama', 'Romance', 'Fantasy']",2011,24,184089,7.62
1610,Non Non Biyori: Okinawa e Ikukoto ni Natta,"['Comedy', 'School', 'Seinen', 'Slice of Life']",2014,1,40405,7.63
1611,Hoshizora e Kakaru Hashi,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",2011,12,128078,6.9
1612,Jashin-chan Dropkick,"['Comedy', 'Supernatural']",2018,11,51921,6.9
1613,Nourin,"['Comedy', 'Parody', 'Romance', 'Ecchi', 'School']",2014,12,124215,6.9
1614,Seikaisuru Kado,['Sci-Fi'],2017,12,84904,6.9
1615,Shin Koihimeâ Musou,"['Comedy', 'Ecchi', 'Fantasy', 'Historical']",2009,12,26009,6.9
1616,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,"['Action', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",2016,1,46109,6.9
1617,"Kuroshitsuji: Sono Shitsuji, Kougyou","['Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']",2009,1,77372,7.63
1618,Kino no Tabi: The Beautiful World - Tou no Kuni,"['Adventure', 'Fantasy', 'Psychological']",2005,1,29223,7.63
1619,Itsudatte Bokura no Koi wa 10 cm Datta.,"['Comedy', 'Drama', 'Romance', 'School']",2017,6,93726,7.63
1620,Gugure! Kokkuri-san,"['Comedy', 'Shounen', 'Supernatural']",2014,12,133287,7.63
1621,Girls & Panzer,"['Action', 'Sports', 'Military', 'School']",2012,12,183680,7.63
1622,Fate/kaleid liner Prisma Illya 3rei!!,"['Action', 'Comedy', 'Fantasy', 'Magic']",2016,12,74677,7.63
1623,91 Days Special,"['Action', 'Historical', 'Drama']",2017,1,27472,6.89
1624,Black Lagoon Omake,['Comedy'],2009,7,46028,6.89
1625,Drifters (OVA),"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Historical', 'Samurai', 'Seinen']",2017,2,51040,7.63
1626,Basilisk: Kouga Ninpou Chou,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Romance', 'Samurai', 'Fantasy']",2005,24,141885,7.63
1627,Aa! Megami-sama!: Sorezore no Tsubasa,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",2006,22,53138,7.63
1628,Zero no Tsukaima F,"['Adventure', 'Magic', 'Romance', 'Ecchi', 'Fantasy']",2012,12,281920,7.64
1629,Ushio to Tora (TV),"['Action', 'Adventure', 'Comedy', 'Demons', 'Shounen', 'Supernatural']",2015,26,151603,7.64
1630,Tonari no Seki-kun,"['Comedy', 'School', 'Seinen']",2014,21,149590,7.64
1631,Shounen Onmyouji,"['Action', 'Magic', 'Fantasy', 'Supernatural', 'Demons', 'Historical', 'Shoujo']",2006,26,44015,7.64
1632,Konohana Kitan,"['Slice of Life', 'Fantasy', 'Seinen', 'Shoujo Ai']",2017,12,87088,7.64
1633,Kareshi Kanojo no Jijou,"['Comedy', 'Drama', 'Romance', 'School', 'Shoujo', 'Slice of Life']",1998,26,144576,7.64
1634,Itazura na Kiss,"['Comedy', 'Romance', 'Shoujo']",2008,25,197024,7.64
1635,Giant Killing,"['Sports', 'Drama', 'Seinen']",2010,26,51876,7.63
1636,Sakamoto Desu ga? Special,"['Slice of Life', 'Comedy', 'School', 'Seinen']",2016,1,50419,6.86
1637,Yama no Susume,"['Adventure', 'Slice of Life', 'Comedy']",2013,12,52741,6.85
1638,D.C.: Da Capo,"['Harem', 'Drama', 'Magic', 'Romance']",2003,26,62448,6.83
1639,Sora no Otoshimono Final: Eternal My Master,"['Comedy', 'Ecchi', 'Harem', 'Sci-Fi', 'Shounen', 'Supernatural']",2014,1,70894,6.84
1640,Hiiro no Kakera,"['Fantasy', 'Romance', 'Shoujo', 'Supernatural']",2012,13,81304,6.84
1641,Hyakka Ryouran: Samurai Bride,"['Action', 'Ecchi', 'Comedy', 'Harem', 'Samurai', 'School']",2013,12,74648,6.84
1642,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,"['Adventure', 'Comedy', 'Kids', 'Drama', 'Fantasy']",2003,1,62662,6.85
1643,Okusama ga Seitokaichou!: Seitokaichou to Ofuro Asobi,"['Comedy', 'Romance', 'Ecchi', 'Shounen']",2016,1,29192,6.85
1644,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito","['Harem', 'Comedy', 'Romance', 'Ecchi', 'School']",2013,1,33239,6.85
1645,Kiss x Sis (TV),"['Harem', 'Comedy', 'Romance', 'Ecchi', 'School', 'Seinen']",2010,12,354061,6.85
1646,Kakurenbo,"['Horror', 'Psychological', 'Supernatural']",2004,1,29831,6.85
1647,Fate/kaleid liner Prisma Illya Specials,"['Comedy', 'Magic', 'Ecchi', 'Fantasy']",2013,5,29619,6.85
1648,Ikkitousen: Xtreme Xecutor,"['Action', 'Ecchi', 'Martial Arts', 'School', 'Super Power']",2010,12,38056,6.86
1649,I My Me! Strawberry Eggs,"['Comedy', 'Drama', 'Romance', 'School', 'Slice of Life']",2001,13,30741,6.86
1650,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1990,1,86892,6.86
1651,Devils Line,"['Action', 'Drama', 'Romance', 'Seinen', 'Supernatural', 'Vampire']",2018,12,107641,6.86
1652,Blade of the Immortal,"['Action', 'Adventure', 'Historical', 'Samurai', 'Supernatural']",2008,13,48984,6.86
1653,Barakamon: Mijikamon,['Comedy'],2014,12,26144,6.86
1654,Asobi ni Iku yo!: Asobi ni Oide,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']",2011,1,34749,6.86
1655,Yu Gi Oh! VRAINS,"['Action', 'Game', 'Sci-Fi', 'Fantasy', 'Shounen']",2017,120,25061,6.87
1656,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,"['Comedy', 'Ecchi']",2010,1,30691,6.87
1657,Schwarzesmarken,"['Action', 'Military', 'Sci-Fi', 'Historical', 'Drama', 'Mecha']",2016,12,82849,6.87
1658,Satsuriku no Tenshi,"['Adventure', 'Horror', 'Psychological', 'Thriller']",2018,12,230475,6.87
1659,Fullmetal Alchemist: The Conqueror of Shamballa,"['Military', 'Comedy', 'Historical', 'Drama', 'Fantasy', 'Shounen']",2005,1,249571,7.64
1660,Full Metal Panic! Invisible Victory,"['Action', 'Mecha', 'Military']",2018,12,62820,7.64
1661,Denpa-teki na Kanojo,"['Mystery', 'Thriller', 'School']",2009,2,117614,7.64
1662,Monster Farm: Enbanseki no Himitsu,"['Action', 'Adventure', 'Comedy', 'Fantasy']",1999,48,31631,6.87
1663,Ikkitousen: Dragon Destiny,"['Action', 'Super Power', 'Ecchi', 'Martial Arts', 'School']",2007,12,61010,6.87
1664,Fate/Grand Order: First Order,"['Action', 'Supernatural', 'Magic', 'Fantasy']",2016,1,99414,6.87
1665,Digimon Xros Wars,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen']",2010,30,32814,6.87
1666,Brave Witches,"['Action', 'Ecchi', 'Magic', 'Military', 'Sci-Fi']",2016,12,41695,6.87
1667,Brave 10,"['Action', 'Adventure', 'Historical', 'Super Power', 'Samurai', 'Seinen']",2012,12,117025,6.87
1668,Bakuretsu Tenshi,"['Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",2004,24,58332,6.87
1669,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,"['Comedy', 'Ecchi', 'Fantasy']",2014,1,33353,6.88
1670,Yozakura Quartet,"['Action', 'Magic', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",2008,12,106654,6.88
1671,Touken Ranbu: Hanamaru,"['Action', 'Slice of Life', 'Comedy', 'Historical', 'Drama', 'Fantasy']",2016,12,57843,6.88
1672,Sengoku Basara Two,"['Action', 'Historical', 'Martial Arts', 'Samurai', 'Super Power']",2010,12,55558,7.63
1673,Maburaho,"['Comedy', 'Drama', 'Ecchi', 'Harem', 'Magic', 'Romance', 'School']",2003,24,78445,6.88
1674,Lamune,"['Drama', 'Romance', 'Slice of Life']",2005,12,35029,6.88
1675,Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,"['Action', 'Mystery', 'Comedy', 'Romance']",2011,1,44753,6.88
1676,Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,"['Sci-Fi', 'Comedy', 'Parody']",2008,1,112545,7.6
1677,Akkun to Kanojo,"['Comedy', 'Josei', 'Romance', 'School']",2018,25,62726,6.88
1678,Shinkyoku Soukai Polyphonica,"['Drama', 'Fantasy', 'Music', 'Romance', 'School']",2007,12,27719,6.89
1679,Radiant,"['Action', 'Adventure', 'Fantasy', 'Magic']",2018,21,92363,6.89
1680,Hyakka Ryouran: Samurai Girls,"['Action', 'Harem', 'Comedy', 'Ecchi', 'Samurai', 'School']",2010,12,137360,6.89
1681,Maji de Watashi ni Koi Shinasai!,"['Harem', 'Comedy', 'Super Power', 'Romance', 'Ecchi', 'Martial Arts', 'School']",2011,12,193786,6.89
1682,Majimoji Rurumo,"['Comedy', 'Magic', 'Ecchi', 'Fantasy', 'School', 'Shounen']",2014,12,56957,6.89
1683,Princess Lover!,"['Harem', 'Comedy', 'Ecchi', 'School']",2009,12,151144,6.89
1684,Haiyore! Nyaruko-san F,"['Sci-Fi', 'Comedy', 'Parody', 'Romance']",2015,1,38150,7.59
1685,Kamisama no Memochou,['Mystery'],2011,12,184205,7.59
1686,Marmalade Boy,"['Comedy', 'Drama', 'Romance', 'Shoujo']",1994,76,35242,7.59
1687,Ouritsu Uchuugun: Honneamise no Tsubasa,"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",1987,1,30113,7.59
1688,Asu no Yoichi!,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Martial Arts', 'Shounen']",2009,12,155870,6.88
1689,Cop Craft,"['Action', 'Fantasy', 'Magic', 'Police', 'Sci-Fi']",2019,12,70849,6.88
1690,Heroman,"['Action', 'Sci-Fi', 'Shounen']",2010,26,31300,6.88
1691,Tada-kun wa Koi wo Shinai,"['Comedy', 'Romance', 'Slice of Life']",2018,13,139022,7.59
1692,Ikkitousen: Great Guardians,"['Action', 'Ecchi', 'Martial Arts', 'School', 'Super Power']",2008,12,49308,6.86
1693,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,"['Game', 'Adventure', 'Comedy', 'Shounen']",2005,1,58302,6.84
1694,Pokemon: Pikachu no Natsuyasumi,"['Comedy', 'Fantasy', 'Kids']",1998,1,27170,6.84
1695,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,"['Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi']",2007,1,25875,6.84
1696,Acchi Kocchi (TV),"['Slice of Life', 'Comedy', 'Romance', 'School']",2012,12,212672,7.58
1697,Persona 4 the Animation,"['Sci-Fi', 'Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']",2011,25,190960,7.58
1698,Bastard!!: Ankoku no Hakaishin,"['Action', 'Adventure', 'Comedy', 'Ecchi', 'Fantasy', 'Seinen']",1992,6,26981,6.83
1699,Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,"['Mystery', 'Horror', 'Supernatural']",2013,4,225489,6.83
1700,Fate/Prototype,"['Action', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",2011,1,74370,6.83
1701,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1989,1,83193,6.82
1702,The Big O,"['Action', 'Sci-Fi', 'Mystery', 'Psychological', 'Mecha']",1999,26,66847,7.57
1703,Ichiban Ushiro no Daimaou Specials,"['Comedy', 'Ecchi', 'Fantasy', 'Magic', 'Shounen']",2010,6,36790,6.81
1704,Mayoi Neko Overrun!,"['Comedy', 'Harem', 'Romance']",2010,13,105817,6.78
1705,Lostorage Incited WIXOSS,"['Game', 'Psychological']",2016,12,43507,6.78
1706,Houkago no Pleiades (TV),"['Magic', 'Space']",2015,12,28235,6.77
1707,Grenadier: Hohoemi no Senshi,"['Action', 'Ecchi', 'Adventure', 'Comedy', 'Shounen']",2004,12,46088,6.77
1708,Girls Bravo: Second Season,"['Harem', 'Comedy', 'Romance', 'Ecchi', 'Fantasy', 'School', 'Shounen']",2005,13,72794,6.77
1709,Eureka Seven AO,"['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi']",2012,24,75403,6.77
1710,Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']",1990,1,77162,6.77
1711,Kidou Keisatsu Patlabor the Movie,"['Drama', 'Mecha', 'Military', 'Police']",1989,1,26504,7.55
1712,Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou,"['Action', 'Mecha']",2012,7,54754,6.77
1713,Toaru Majutsu no Index III,"['Action', 'Magic', 'Sci-Fi', 'Super Power']",2018,26,121989,6.78
1714,Rewrite,"['Action', 'Comedy', 'Supernatural', 'Romance', 'School']",2016,13,146398,6.78
1715,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']",2019,12,98858,6.78
1716,Katsugeki/Touken Ranbu,"['Action', 'Historical', 'Samurai', 'Fantasy']",2017,13,83665,6.78
1717,Fate/kaleid liner Prisma Illya: Undoukai de Dance!,"['Comedy', 'Magic', 'Fantasy']",2014,1,36339,6.78
1718,Dansai Bunri no Crime Edge,"['Action', 'Romance', 'Fantasy', 'Seinen']",2013,13,85331,6.78
1719,"Dakara Boku wa, H ga Dekinai.","['Comedy', 'Ecchi', 'Romance', 'Supernatural']",2012,12,282748,6.78
1720,Basilisk: Ouka Ninpouchou,"['Action', 'Drama', 'Historical', 'Martial Arts']",2018,24,25171,5.52
1721,Netsuzou TRap,"['Drama', 'Romance', 'Shoujo Ai']",2017,12,90437,5.48
1722,Chain Chronicle: Haecceitas no Hikari,"['Action', 'Adventure', 'Fantasy', 'Magic']",2017,12,75075,6.78
1723,Amaenaide yo!! Katsu!!,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Supernatural']",2006,12,41578,6.78
1724,A.I.C.O.: Incarnation,"['Action', 'Sci-Fi']",2018,12,57451,6.78
1725,Kyoto Teramachi Sanjou no Holmes,['Mystery'],2018,12,35171,6.79
1726,Pokemon Generations,"['Action', 'Adventure', 'Fantasy', 'Game', 'Kids']",2016,18,26167,7.56
1727,Amagami SS+ Plus,"['Slice of Life', 'Comedy', 'Romance', 'School']",2012,13,110819,7.52
1728,Hitori no Shita: The Outcast,"['Action', 'Super Power', 'Supernatural']",2016,12,80920,6.79
1729,Granblue Fantasy The Animation,"['Adventure', 'Fantasy']",2017,13,114231,6.79
1730,Glasslip,"['Romance', 'Slice of Life', 'Supernatural']",2014,13,130085,5.52
1731,Cheating Craft,"['Action', 'Comedy', 'School']",2016,12,46540,5.52
1732,Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,"['Comedy', 'Romance', 'School', 'Shounen']",2014,2,61409,7.53
1733,Toshokan Sensou,"['Action', 'Military', 'Comedy', 'Romance']",2008,12,54741,7.53
1734,Shugo Chara!! Doki,"['Comedy', 'Magic', 'School', 'Shoujo']",2008,51,77958,7.53
1735,Shonan Junai Gumi!,"['Action', 'Comedy', 'School']",1994,5,30337,7.53
1736,Shigofumi,"['Drama', 'Fantasy', 'Psychological', 'Supernatural', 'Thriller']",2008,12,71085,7.53
1737,Senyuu. 2,"['Action', 'Comedy', 'Fantasy', 'Parody', 'Shounen']",2013,13,45905,7.53
1738,Saki,"['Game', 'School', 'Slice of Life']",2009,25,72404,7.53
1739,Psycho-Pass: Sinners of the System Case.2 - First Guardian,"['Action', 'Sci-Fi', 'Police', 'Psychological']",2019,1,30779,7.53
1740,Goshuushou-sama Ninomiya-kun,"['Harem', 'Comedy', 'Ecchi', 'Fantasy']",2007,12,80679,6.79
1741,Fortune Arterial: Akai Yakusoku,"['Comedy', 'Romance', 'School', 'Supernatural', 'Vampire']",2010,12,93526,6.79
1742,"Dakara Boku wa, H ga Dekinai.: Mie Sugi! Mizugi Contest","['Comedy', 'Romance', 'Ecchi']",2013,1,47872,6.79
1743,Cheer Danshi!!,"['Sports', 'Drama', 'School']",2016,12,45025,6.79
1744,Bokusatsu Tenshi Dokuro-chan 2,"['Magic', 'Ecchi', 'Comedy']",2007,2,88208,6.79
1745,Bananya,"['Slice of Life', 'Comedy', 'Kids']",2016,13,43831,6.79
1746,Otome Youkai Zakuro,"['Demons', 'Historical', 'Military', 'Romance', 'Seinen', 'Supernatural']",2010,13,88475,7.53
1747,Orange: Mirai,"['Sci-Fi', 'Drama', 'Romance', 'School', 'Shoujo']",2016,1,64979,7.53
1748,Persona 4 the Animation: No One is Alone,"['Sci-Fi', 'Adventure', 'Mystery', 'Super Power', 'Supernatural', 'School']",2012,1,35358,7.53
1749,Mardock Scramble: The First Compression,"['Action', 'Sci-Fi', 'Psychological']",2010,1,58510,7.53
1750,Karakai Jouzu no Takagi-san OVA,"['Comedy', 'Romance', 'School', 'Shounen', 'Slice of Life']",2018,1,39176,7.53
1751,Hand Shakers,['Action'],2017,12,76563,5.55
1752,High School DxD,"['Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",2012,12,751363,7.53
1753,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",2019,1,83831,7.53
1754,Darker than Black: Ryuusei no Gemini,"['Action', 'Sci-Fi', 'Mystery', 'Super Power']",2009,12,311448,7.53
1755,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"['Action', 'Mystery', 'Horror', 'Psychological']",2016,12,188222,7.53
1756,Bakuten Shoot Beyblade,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Sports', 'Shounen']",2001,51,73185,6.79
1757,Sukitte Ii na yo.: Mei and Marshmallow,"['Romance', 'School', 'Shoujo']",2012,10,30177,6.8
1758,Saijaku Muhai no Bahamut,"['Action', 'Harem', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy', 'Mecha', 'School']",2016,12,210236,6.8
1759,Re-Kan!,"['Comedy', 'Supernatural', 'School', 'Seinen']",2015,13,49018,6.8
1760,No Game No Life Specials,"['Ecchi', 'Fantasy', 'Game']",2014,6,114890,6.8
1761,Mayonaka no Occult Koumuin,"['Mystery', 'Demons', 'Supernatural', 'Fantasy', 'Shoujo']",2019,12,37049,6.8
1762,Dragon Crisis!,"['Action', 'Magic', 'Romance', 'School', 'Seinen', 'Supernatural']",2011,12,134004,6.79
1763,Boku wa Tomodachi ga Sukunai Episode 0,"['Slice of Life', 'Comedy', 'Romance', 'School']",2011,1,95191,6.8
1764,Isekai Cheat Magician,"['Action', 'Adventure', 'Fantasy']",2019,12,119178,5.53
1765,Shoumetsu Toshi,"['Action', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",2019,12,44831,5.52
1766,Big Order (TV),"['Action', 'Shounen', 'Super Power']",2016,10,149616,5.49
1767,3D Kanojo: Real Girl,"['Romance', 'School', 'Shoujo']",2018,12,139055,6.8
1768,Tonagura!,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'School']",2006,13,39232,6.81
1769,Terra Formars: Revenge,"['Action', 'Sci-Fi', 'Space', 'Horror', 'Drama', 'Seinen']",2016,13,63907,6.81
1770,Shuumatsu no Izetta,"['Action', 'Historical', 'Military']",2016,12,134575,6.81
1771,Gyo,['Horror'],2012,1,41084,5.54
1772,Captain Tsubasa (2018),"['Action', 'Sports', 'Shounen']",2018,52,43954,7.53
1773,Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Supernatural', 'Shounen']",2007,1,175404,7.53
1774,Aishiteruze Babyââ,"['Comedy', 'Drama', 'Romance', 'Shoujo']",2004,26,81655,7.53
1775,Yozakura Quartet: Hana no Uta,"['Action', 'Comedy', 'Magic', 'Shounen', 'Super Power', 'Supernatural']",2013,13,93411,7.54
1776,Makai Senki Disgaea,"['Action', 'Comedy', 'Demons', 'Fantasy', 'Magic']",2006,12,36864,6.81
1777,Machine-Doll wa Kizutsukanai Specials,"['Action', 'Ecchi', 'Fantasy', 'School', 'Seinen']",2013,6,26848,6.81
1778,Koihimeâ Musou,"['Action', 'Adventure', 'Historical', 'Ecchi', 'Martial Arts', 'Fantasy']",2008,12,39733,6.81
1779,Kitakubu Katsudou Kiroku,"['Comedy', 'School', 'Slice of Life']",2013,12,39422,6.81
1780,The Reflection,"['Action', 'Super Power']",2017,12,25482,5.16
1781,Harukana Receive,"['Slice of Life', 'Sports']",2018,12,64166,6.81
1782,Ao no Kanata no Four Rhythm,"['Sci-Fi', 'Sports', 'Drama', 'School']",2016,12,112517,6.81
1783,Ushinawareta Mirai wo Motomete,"['Sci-Fi', 'Drama', 'Romance', 'School']",2014,12,69739,6.82
1784,Sora no Method,"['Slice of Life', 'Drama', 'Fantasy', 'School']",2014,13,74818,6.82
1785,Kakegurui,"['Game', 'Mystery', 'Psychological', 'Drama', 'School', 'Shounen']",2017,12,468890,7.53
1786,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,"['Action', 'Adventure', 'Comedy', 'Shounen', 'Super Power']",2003,1,65971,6.82
1787,Kyoukai no Kanata: Mini Gekijou,"['Slice of Life', 'Supernatural']",2014,7,26158,6.82
1788,Hinako Note,"['Comedy', 'Slice of Life']",2017,12,65472,6.82
1789,Glass no Hana to Kowasu Sekai,['Sci-Fi'],2016,1,25533,6.82
1790,Pupa,"['Fantasy', 'Horror', 'Psychological']",2014,12,125402,3.6
1791,Umi ga Kikoeru,"['Drama', 'Romance', 'School', 'Slice of Life']",1993,1,46687,6.83
1792,Tayutama: Kiss on My Deity,"['Harem', 'Romance', 'Supernatural']",2009,12,56278,6.83
1793,Suki na Mono wa Suki Dakara Shou ga Nai!!,"['Comedy', 'Drama', 'Romance', 'Shoujo', 'Shounen Ai', 'Slice of Life']",2005,12,39034,6.83
1794,Seiken no Blacksmith,"['Action', 'Adventure', 'Fantasy']",2009,12,129850,6.83
1795,Renai Boukun,"['Harem', 'Comedy', 'Supernatural', 'Romance', 'Ecchi', 'School']",2017,12,202314,6.83
1796,Musaigen no Phantom World: Mizutama no Kiseki,"['Action', 'Comedy', 'Supernatural', 'Fantasy']",2016,1,34704,6.83
1797,Koufuku Graffiti,"['Slice of Life', 'Comedy', 'Seinen']",2015,12,63998,6.83
1798,Kono Minikuku mo Utsukushii Sekai,"['Sci-Fi', 'Comedy', 'Drama', 'Magic', 'Romance', 'Ecchi']",2004,12,50701,6.83
1799,Kekkai Sensen: Soresaemo Saitei de Saikou na Hibi,"['Action', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']",2015,1,27162,6.83
1800,Granblue Fantasy The Animation Season 2,"['Adventure', 'Fantasy']",2019,12,31556,6.82
1801,Miru Tights,"['Ecchi', 'School']",2019,12,40860,6.82
1802,Makura no Danshi,['Slice of Life'],2015,12,28285,4.66
1803,Re:Petit kara Hajimeru Isekai Seikatsu,"['Adventure', 'Comedy', 'Parody', 'Fantasy']",2016,14,31857,6.78
1804,DNAÂ²,"['Comedy', 'Romance', 'Sci-Fi']",1994,12,31905,6.76
1805,Death March kara Hajimaru Isekai Kyousoukyoku,"['Adventure', 'Fantasy', 'Harem']",2018,12,241616,6.76
1806,30-sai no Hoken Taiiku,"['Ecchi', 'Parody', 'Romance', 'Seinen']",2011,12,48045,6.76
1807,Tales of Symphonia The Animation: Tethe'alla-hen,"['Action', 'Adventure', 'Magic', 'Martial Arts', 'Fantasy']",2010,4,26479,7.56
1808,Sword Art Online: Extra Edition,"['Action', 'Adventure', 'Fantasy', 'Game', 'Romance']",2013,1,202011,6.77
1809,Sounan Desu ka?,"['Adventure', 'Comedy', 'Seinen']",2019,12,76554,6.77
1810,Seireitsukai no Blade Dance Specials,"['Action', 'Supernatural', 'Ecchi', 'Fantasy', 'School']",2014,6,26074,6.77
