anime_id,title,genre,aired,episodes,members,score
1,Zombieland Saga: Revenge,"['Music', 'Comedy', 'Supernatural']",2020,12,168000,8.04
2,Yuukoku no Moriarty,"['Mystery', 'Historical', 'Psychological', 'Shounen']",2020,12,297935,8.13
3,Yesterday wo Utatte,"['Slice of Life', 'Drama', 'Romance', 'Seinen']",2020,12,263517,6.91
4,Yes ka No ka Hanbun ka,"['Drama', 'Shounen Ai']",2020,1,38555,7.12
5,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"['Slice of Life', 'Comedy', 'Drama', 'Romance', 'School']",2020,12,572517,8.39
6,Wu Shan Wu Xing,"['Action', 'Fantasy', 'Historical', 'Martial Arts']",2020,3,38966,7.91
7,World Trigger 2,"['Action', 'Sci-Fi', 'Supernatural', 'School', 'Shounen']",2020,12,109697,8.09
8,Violet Evergarden Movie,"['Drama', 'Fantasy', 'Slice of Life']",2020,1,397710,8.96
9,Umibe no Etranger,"['Slice of Life', 'Romance', 'Shounen Ai']",2020,1,117000,7.94
10,Toaru Kagaku no Railgun T,"['Action', 'Sci-Fi', 'Super Power']",2020,25,188839,8.2
11,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita","['Comedy', 'Fantasy']",2020,12,273531,7
12,Shokugeki no Souma: Gou no Sara,"['Ecchi', 'School', 'Shounen']",2020,13,417925,7.33
13,Shironeko Project: Zero Chronicle,"['Action', 'Adventure', 'Magic', 'Fantasy']",2020,12,77340,5.33
14,Shirobako Movie,"['Comedy', 'Drama']",2020,1,42177,7.71
15,Shingeki no Kyojin The Final Season,"['Action', 'Military', 'Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shounen']",2020,16,1481752,8.88
16,Seitokai Yakuindomo Movie 2,['Game'],2020,1,24141,7.78
17,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,"['Psychological', 'Drama', 'Thriller', 'Fantasy']",2020,13,892871,8.38
18,Princess Connect! Re:Dive,"['Action', 'Adventure', 'Fantasy']",2020,13,218618,7.04
19,Peter Grill to Kenja no Jikan,"['Harem', 'Comedy', 'Ecchi', 'Fantasy']",2020,12,153550,5.49
20,Pet,"['Romance', 'Ecchi']",2020,13,85231,6.45
21,Oshi ga Budoukan Ittekuretara Shinu,"['Demons', 'Kids']",2020,12,35299,7.43
22,"Omoi, Omoware, Furi, Furare","['Comedy', 'Ecchi']",2020,1,56259,7.32
23,Non Non Biyori Nonstop,"['Comedy', 'Seinen', 'Slice of Life']",2020,12,96270,8.41
24,No Guns Life 2nd Season,"['Action', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",2020,12,68480,7.06
25,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e ","['Comedy', 'Sports', 'Drama', 'Shounen']",2020,13,565259,7.37
26,Majutsushi Orphen Hagure Tabi,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Magic', 'Martial Arts']",2020,13,59125,5.81
27,Majo no Tabitabi,"['Action', 'Military', 'Sci-Fi', 'Music', 'Space', 'Romance', 'Mecha']",2020,12,305894,7.55
28,Listeners,"['Sci-Fi', 'Music']",2020,12,57294,5.37
29,Lapis Re:LiGHTs,['Music'],2020,12,37745,6.65
30,Kyokou Suiri,['Drama'],2020,12,351097,6.92
31,Kimetsu no Yaiba Movie: Mugen Ressha-hen,"['Action', 'Historical', 'Demons', 'Supernatural', 'Shounen']",2020,1,1038970,8.7
32,Kemono Jihen,"['Action', 'Mystery', 'Demons', 'Supernatural', 'Shounen']",2020,12,289922,7.43
33,Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana OVA,"['Action', 'Military', 'Sci-Fi', 'Slice of Life', 'School']",2019,12,42629,6.05
34,"Kanojo, Okarishimasu","['Comedy', 'Romance', 'School', 'Shounen']",2020,12,746499,7.3
35,Kakushigoto (TV),"['Action', 'Comedy', 'Supernatural']",2020,12,272644,8
36,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,"['Comedy', 'Psychological', 'Romance', 'School', 'Seinen']",2019,12,1331567,8.4
37,Jujutsu Kaisen (TV),"['Action', 'Horror', 'Demons', 'Supernatural', 'School', 'Shounen']",2020,24,1710662,8.71
38,Josee to Tora to Sakana-tachi,"['Slice of Life', 'Drama', 'Romance']",2020,1,259369,8.51
39,Jibaku Shounen Hanako-kun,"['Comedy', 'Supernatural', 'School', 'Shounen']",2020,1,455242,7.84
40,Jashin-chan Dropkick',"['Comedy', 'Supernatural']",2020,12,88913,6.95
41,Jaku-Chara Tomozaki-kun,"['Harem', 'Drama', 'Romance', 'School']",2020,12,268490,7.16
42,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"['Comedy', 'Parody', 'Fantasy']",2020,12,394332,7.56
43,Ikebukuro West Gate Park,"['Mystery', 'Drama', 'Romance']",2020,12,96297,6.86
44,Heya Camp,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']",2020,12,81367,7.28
45,Hataraku Saibou 2nd Season,"['Comedy', 'Shounen']",2021,8,222192,7.33
46,Haikyuu!!: To the Top 2nd Season,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']",2020,12,612012,8.54
47,Haikyuu!!: To the Top,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",2020,12,730481,8.35
48,Infinite Dendrogram,"['Fantasy', 'Game']",2020,13,144718,6.17
49,"Hachi-nan tte, Sore wa Nai deshou!","['Action', 'Fantasy']",2020,12,179183,6.23
50,Kuutei Dragons,"['Adventure', 'Fantasy', 'Seinen']",2020,12,37775,7
51,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,"['Sci-Fi', 'Adventure', 'Mystery', 'Drama', 'Fantasy']",2020,1,306686,8.69
52,Maou-jou de Oyasumi,"['Slice of Life', 'Comedy', 'Supernatural', 'Magic', 'Fantasy', 'Shounen']",2020,12,160646,8.01
53,Monster Musume no Oishasan,"['Comedy', 'Romance', 'Ecchi', 'Fantasy']",2020,12,167202,6.52
54,Murenase! Seton Gakuen,"['Comedy', 'School']",2020,12,165429,7.01
55,Mushikago no Cagaster,"['Action', 'Sci-Fi', 'Drama']",2020,12,30250,6.49
56,number24,"['Sports', 'School']",2020,12,50560,6.73
57,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,"['Comedy', 'Romance', 'School']",2020,1,98262,7.6
58,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,"['Comedy', 'Drama', 'Romance', 'Fantasy', 'School']",2020,1,351752,7.49
59,Psycho-Pass 3 Movie: First Inspector,"['Action', 'Sci-Fi', 'Police', 'Psychological']",2020,1,70481,7.83
60,Rikei ga Koi ni Ochita no de Shoumei shitemita.,"['Comedy', 'Romance']",2020,12,249346,7.36
61,Runway de Waratte,"['Drama', 'School', 'Shounen', 'Slice of Life']",2020,12,106187,7.6
62,Yuru Camp 2nd Season,"['Slice of Life', 'Comedy']",2021,13,169659,8.54
63,Tensei shitara Slime Datta Ken 2nd Season,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",2021,12,682890,8.41
64,Tensei shitara Slime Datta Ken 2nd Season Part 2,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",2021,12,492197,8.31
65,Tian Guan Ci Fu,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Drama']",2020,11,85307,8.39
66,Haikyuu!! Movie 1: Owari to Hajimari,"['Comedy', 'Sports', 'Drama', 'School', 'Shounen']",2015,1,31962,7.89
67,Gungrave,"['Action', 'Drama', 'Sci-Fi', 'Seinen', 'Super Power']",2003,26,137057,7.89
68,Goku Sayonara Zetsubou Sensei,"['Comedy', 'Parody', 'School', 'Shounen']",2008,3,51621,7.89
69,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,"['Action', 'Military', 'Super Power', 'Mecha']",2009,1,34345,7.89
70,Yuru Yuriâªâª,"['Slice of Life', 'Comedy', 'School', 'Shoujo Ai']",2012,12,130757,7.9
71,Sword Art Online: Alicization - War of Underworld,"['Action', 'Game', 'Adventure', 'Romance', 'Fantasy']",2019,12,189943,7.9
72,Saint Oniisan (Movie),"['Comedy', 'Seinen', 'Slice of Life']",2013,1,56150,7.9
73,Mobile Suit Gundam 0080: War in the Pocket,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",1989,6,36514,7.9
74,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),"['Action', 'Mystery', 'Supernatural', 'Romance', 'Thriller']",2007,1,164671,7.9
75,Jungle wa Itsumo Hare nochi Guu,"['Slice of Life', 'Comedy', 'School']",2001,26,27536,7.9
76,Jormungand,"['Action', 'Adventure', 'Seinen']",2012,12,225965,7.9
77,Higashi no Eden,"['Action', 'Sci-Fi', 'Mystery', 'Drama', 'Romance', 'Thriller']",2009,11,398780,7.89
78,Gochuumon wa Usagi Desu ka??,"['Slice of Life', 'Comedy']",2015,12,80268,7.9
79,Detective Conan Movie 12: Full Score of Fear,"['Adventure', 'Police', 'Comedy', 'Mystery', 'Shounen']",2008,1,30226,7.9
80,Detective Conan Movie 09: Strategy Above the Depths,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",2005,1,31840,7.9
81,Break Blade 4: Sanka no Chi,"['Action', 'Fantasy', 'Mecha', 'Military', 'Shounen']",2010,1,50594,7.9
82,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),"['Slice of Life', 'Psychological', 'Drama', 'School']",2017,12,344479,7.91
83,Wotaku ni Koi wa Muzukashii: Youth,"['Slice of Life', 'Comedy', 'Romance']",2019,1,45804,7.91
84,Tasogare Otome x Amnesia,"['Horror', 'Mystery', 'Romance', 'School', 'Shounen', 'Supernatural']",2012,12,270355,7.91
85,Saint Seiya,"['Adventure', 'Fantasy', 'Sci-Fi', 'Shounen']",1986,114,119599,7.91
86,Overlord II,"['Action', 'Game', 'Adventure', 'Supernatural', 'Magic', 'Fantasy']",2018,13,443731,7.91
87,Neko no Ongaeshi,"['Adventure', 'Drama', 'Fantasy']",2002,1,143647,7.91
88,Musekinin Kanchou Tylor,"['Military', 'Sci-Fi', 'Space', 'Comedy', 'Parody']",1993,26,32091,7.91
89,Love Live! School Idol Project 2nd Season,"['Music', 'School', 'Slice of Life']",2014,13,170880,7.91
90,Little Witch Academia,"['Adventure', 'Comedy', 'Magic', 'Fantasy', 'School']",2013,1,224526,7.91
91,Kuroshitsuji,"['Action', 'Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']",2008,24,684593,7.91
92,InuYasha (TV),"['Action', 'Adventure', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Magic', 'Romance', 'Fantasy', 'Shounen']",2000,167,456015,7.91
93,Danshi Koukousei no Nichijou Specials,"['Comedy', 'School', 'Shounen', 'Slice of Life']",2012,6,84559,7.91
94,Colorful (Movie),"['Slice of Life', 'Supernatural', 'Drama']",2010,1,112488,7.91
95,Bishoujo Senshi Sailor Moon S,"['Drama', 'Magic', 'Romance', 'Shoujo']",1994,38,93615,7.91
96,Baby Steps,"['Romance', 'School', 'Shounen', 'Sports']",2014,25,102172,7.91
97,Vampire Hunter D (2000),"['Action', 'Sci-Fi', 'Horror', 'Drama', 'Romance', 'Vampire', 'Fantasy']",2000,1,106472,7.92
98,Top wo Nerae! Gunbuster,"['Action', 'Comedy', 'Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']",1988,6,84962,7.92
99,Seitokai Yakuindomo Movie,"['Slice of Life', 'Comedy', 'School', 'Shounen']",2017,1,30503,7.92
100,Magic Kaito,"['Adventure', 'Comedy', 'Romance', 'Shounen']",2010,12,46449,7.92
101,Hoozuki no Reitetsu 2nd Season,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']",2017,13,28922,7.92
102,Hataraku Maou-sama!,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy']",2013,13,808817,7.92
103,Detective Conan Movie 07: Crossroad in the Ancient Capital,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",2003,1,33563,7.92
104,Yuru Yuri Nachuyachumi!,"['Comedy', 'Shoujo Ai', 'Slice of Life']",2015,1,51557,7.93
105,Uchouten Kazoku,"['Slice of Life', 'Comedy', 'Demons', 'Drama', 'Fantasy']",2013,13,120682,7.93
106,Working'!!,"['Comedy', 'Romance', 'Seinen', 'Slice of Life']",2011,13,187178,7.93
107,Tokyo Ghoul,"['Action', 'Mystery', 'Horror', 'Psychological', 'Supernatural', 'Drama', 'Seinen']",2014,12,1346036,7.93
108,Seihou Bukyou Outlaw Star,"['Action', 'Sci-Fi', 'Adventure', 'Space', 'Comedy']",1998,24,109861,7.93
109,Planetarian: Hoshi no Hito,"['Sci-Fi', 'Drama']",2016,1,28769,7.93
110,Naruto,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Shounen']",2002,220,1280914,7.93
111,Magi: Sinbad no Bouken,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",2014,5,85390,7.93
112,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,"['Action', 'Military', 'Sci-Fi', 'Space']",1988,1,25506,7.93
113,Gake no Ue no Ponyo,"['Adventure', 'Fantasy']",2008,1,255185,7.93
114,Fairy Tail,"['Action', 'Adventure', 'Comedy', 'Magic', 'Fantasy', 'Shounen']",2009,175,1025353,7.93
115,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen","['Drama', 'Romance', 'School']",2009,1,191025,7.93
116,Zan Sayonara Zetsubou Sensei,"['Comedy', 'Parody', 'School', 'Shounen']",2009,13,77045,7.94
117,Seto no Hanayome OVA,"['Comedy', 'Parody', 'Romance', 'School', 'Shounen']",2008,2,41807,7.94
118,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,"['Adventure', 'Fantasy', 'Historical', 'Romance']",2009,1,122036,7.94
119,Magic Kaito 1412,"['Adventure', 'Comedy', 'Romance', 'Shounen']",2014,24,77076,7.94
120,Lupin III (2015),"['Action', 'Adventure', 'Comedy', 'Mystery', 'Seinen']",2015,24,39165,7.94
121,Initial D Third Stage,"['Action', 'Cars', 'Sports', 'Drama', 'Romance', 'Seinen']",2001,1,84283,7.94
122,Hanasaku Iroha: Home Sweet Home,"['Slice of Life', 'Comedy', 'Drama']",2013,1,57037,7.94
123,Devilman: Crybaby,"['Action', 'Dementia', 'Demons', 'Horror', 'Supernatural']",2018,10,358644,7.94
124,Detective Conan Movie 01: The Timed Skyscraper,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",1997,1,44894,7.94
125,Carnival Phantasm,"['Comedy', 'Parody', 'Supernatural']",2011,12,124951,7.94
126,Sayonara Zetsubou Sensei,"['Comedy', 'Parody', 'School', 'Shounen']",2007,12,247015,7.95
127,Mobile Suit Gundam Thunderbolt,"['Action', 'Military', 'Sci-Fi', 'Space', 'Drama', 'Mecha']",2015,4,32861,7.95
128,Mahou Shoujo Lyrical Nanoha: The Movie 1st,"['Action', 'Magic', 'Comedy', 'Sci-Fi', 'Drama']",2010,1,25817,7.95
129,Macross F,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci-Fi']",2008,25,119449,7.95
130,Kara no Kyoukai 4: Garan no Dou,"['Action', 'Mystery', 'Supernatural', 'Thriller']",2008,1,148452,7.95
131,Isekai no Seikishi Monogatari,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School']",2009,13,130797,7.95
132,Coquelicot-zaka kara,"['Historical', 'Romance', 'School', 'Shoujo']",2011,1,87741,7.95
133,Kuroko no Basket: Tip Off,"['Sports', 'Comedy', 'School', 'Shounen']",2013,1,64337,7.96
134,Ergo Proxy,"['Psychological', 'Mystery', 'Sci-Fi']",2006,23,406663,7.96
135,Durarara!! Specials,"['Action', 'Comedy', 'Supernatural']",2010,2,134647,7.96
136,Detective Conan Movie 02: The Fourteenth Target,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",1998,1,40635,7.96
137,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,"['Game', 'Psychological', 'Thriller', 'Seinen']",2005,26,71420,7.97
138,Terra e... (TV),"['Action', 'Drama', 'Military', 'Sci-Fi', 'Space']",2007,24,48728,7.97
139,Tennis no Ouji-sama,"['Action', 'Comedy', 'Sports', 'School', 'Shounen']",2001,178,122801,7.97
140,Sekaiichi Hatsukoi,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",2011,12,143425,7.97
141,Seitokai Yakuindomo* OVA,"['Slice of Life', 'Comedy', 'School', 'Shounen']",2014,10,51889,7.97
142,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,['Music'],2015,1,32029,7.97
143,Junjou Romantica OVA,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",2012,2,36264,7.97
144,Hokuto no Ken,"['Action', 'Drama', 'Martial Arts', 'Sci-Fi', 'Shounen']",1984,109,79797,7.97
145,High Speed!: Free! Starting Days,"['Comedy', 'Drama', 'School', 'Slice of Life', 'Sports']",2015,1,50602,7.97
146,Fairy Tail (2014),"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",2014,102,537817,7.97
147,Tanaka-kun wa Itsumo Kedaruge,"['Slice of Life', 'Comedy', 'School']",2016,12,229884,7.98
148,Sakigake!! Cromartie Koukou,"['Comedy', 'School', 'Shounen']",2003,26,99181,7.98
149,Mobile Suit Zeta Gundam,"['Military', 'Sci-Fi', 'Space', 'Drama', 'Romance', 'Mecha']",1985,50,45630,7.98
150,Junjou Romantica 3,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",2015,12,72135,7.98
151,Bishoujo Senshi Sailor Moon: Sailor Stars,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Shoujo']",1996,34,72689,7.98
152,Yumeiro Patissiere,"['Kids', 'School', 'Shoujo']",2009,50,53217,7.99
153,Soul Eater,"['Action', 'Fantasy', 'Comedy', 'Supernatural', 'Shounen']",2008,51,970841,7.99
154,Shirokuma Cafe,"['Slice of Life', 'Comedy', 'Josei']",2012,50,65819,7.99
155,School Rumble,"['Comedy', 'Romance', 'School', 'Shounen']",2004,26,243964,7.99
156,Non Non Biyori,"['Comedy', 'School', 'Seinen', 'Slice of Life']",2013,12,240148,7.99
157,Kekkai Sensen & Beyond,"['Action', 'Comedy', 'Fantasy', 'Shounen', 'Super Power', 'Supernatural', 'Vampire']",2017,12,222920,7.99
158,Jormungand: Perfect Order,"['Action', 'Adventure', 'Seinen']",2012,12,129296,7.99
159,Hanasaku Iroha,"['Slice of Life', 'Comedy', 'Drama']",2011,26,228107,7.99
160,Date A Live II: Kurumi Star Festival,"['Slice of Life', 'Romance']",2014,1,99057,7.99
161,City Hunter,"['Action', 'Comedy', 'Mystery', 'Shounen']",1987,51,39228,7.99
162,Boku no Hero Academia the Movie 2: Heroes:Rising,"['Action', 'Comedy', 'Super Power', 'School', 'Shounen']",2019,1,75929,7.97
163,Beelzebub,"['Action', 'Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']",2011,60,375105,7.99
164,Yakitate!! Japan,"['Comedy', 'Shounen']",2004,69,71129,8
165,xxxHOLiC Movie: Manatsu no Yoru no Yume,"['Mystery', 'Comedy', 'Psychological', 'Supernatural', 'Drama']",2005,1,51666,8
166,Tiger & Bunny,"['Action', 'Mystery', 'Comedy', 'Super Power']",2011,25,162364,8
167,Shijou Saikyou no Deshi Kenichi OVA,"['Action', 'Martial Arts', 'Comedy', 'School', 'Shounen']",2012,11,40361,8
168,Plastic Memories,"['Sci-Fi', 'Drama', 'Romance']",2015,13,465541,8
169,Macross,"['Action', 'Mecha', 'Military', 'Music', 'Romance', 'Sci-Fi', 'Space']",1982,36,71106,8
170,Haibane Renmei,"['Slice of Life', 'Mystery', 'Psychological', 'Drama', 'Fantasy']",2002,13,180467,8
171,Jigoku Shoujo Futakomori,"['Mystery', 'Horror', 'Psychological', 'Supernatural']",2006,26,116187,8
172,ef: A Tale of Memories.,"['Mystery', 'Drama', 'Romance']",2007,12,202103,8
173,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,"['Fantasy', 'Romance', 'Shoujo']",2017,1,27103,8
174,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Military', 'Seinen', 'Supernatural']",2012,1,123559,8
175,Yuru Yuri San Hai!,"['Comedy', 'School', 'Shoujo Ai', 'Slice of Life']",2015,12,83403,8.01
176,Yagate Kimi ni Naru,"['Romance', 'School', 'Shoujo Ai']",2018,13,126027,8.01
177,Ushio to Tora (TV) 2nd Season,"['Action', 'Adventure', 'Comedy', 'Demons', 'Supernatural', 'Shounen']",2016,13,85447,8.01
178,Sekaiichi Hatsukoi: Valentine-hen,"['Romance', 'Comedy', 'Shounen Ai']",2014,1,25044,8.01
179,Saiunkoku Monogatari,"['Adventure', 'Fantasy', 'Comedy', 'Romance', 'Historical', 'Drama']",2006,39,70801,8.01
180,Ookiku Furikabutte,"['Comedy', 'Seinen', 'Sports']",2007,25,71393,8.01
181,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']",2014,1,52937,8.01
182,Mawaru Penguindrum,"['Mystery', 'Comedy', 'Dementia', 'Psychological', 'Drama']",2011,24,221240,8.01
183,Megalo Box,"['Action', 'Sci-Fi', 'Slice of Life', 'Sports', 'Drama']",2018,13,245621,8.01
184,Kuuchuu Buranko,"['Comedy', 'Psychological', 'Drama', 'Seinen']",2009,11,64443,8.01
185,Kaleido Star,"['Comedy', 'Sports', 'Drama', 'Fantasy', 'Shoujo']",2003,51,60584,8.01
186,Grisaia no Meikyuu: Caprice no Mayu 0,['Drama'],2015,1,140846,8.01
187,Drifters,"['Action', 'Adventure', 'Comedy', 'Historical', 'Samurai', 'Fantasy', 'Seinen']",2016,12,322048,8.01
188,Full Metal Panic! The Second Raid,"['Action', 'Military', 'Mecha']",2005,13,207982,8.01
189,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,"['Music', 'Sports']",2017,1,34459,8.02
190,Trigun: Badlands Rumble,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Drama', 'Shounen']",2010,1,98068,8.02
191,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,"['Action', 'Comedy', 'Sports']",2007,6,28443,8.02
192,Tennis no Ouji-sama: Zenkoku Taikai-hen,"['Action', 'Comedy', 'Sports', 'Shounen']",2006,13,34217,8.02
193,Serial Experiments Lain,"['Dementia', 'Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']",1998,13,369716,8.02
194,Nekomonogatari: Kuro,"['Comedy', 'Supernatural', 'Romance', 'Ecchi']",2012,4,329619,8.02
195,Macross: Do You Remember Love?,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci-Fi']",1984,1,31220,8.02
196,Karigurashi no Arrietty,['Fantasy'],2010,1,169912,8.02
197,Kami nomi zo Shiru Sekai II,"['Comedy', 'Harem', 'Romance', 'Shounen', 'Supernatural']",2011,12,281867,8.02
198,Hibike! Euphonium,"['Music', 'School', 'Drama']",2015,13,261912,8.02
199,Darker than Black: Kuro no Keiyakusha Gaiden,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']",2010,4,195048,8.02
200,Eyeshield 21,"['Action', 'Sports', 'Comedy', 'Shounen']",2005,145,126760,8.02
201,Azumanga Daioh,"['Slice of Life', 'Comedy', 'School']",2002,26,231367,8.02
202,Usagi Drop Specials,"['Josei', 'Slice of Life']",2011,4,53221,8.03
203,Tekkon Kinkreet,"['Action', 'Adventure', 'Psychological', 'Supernatural']",2006,1,73698,8.03
204,Ore Monogatari!!,"['Comedy', 'Romance', 'Shoujo']",2015,24,373132,8.03
205,Noragami Aragoto OVA,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Shounen']",2015,2,142693,8.03
206,Mobile Suit Gundam: Iron-Blooded Orphans,"['Action', 'Drama', 'Mecha', 'Sci-Fi', 'Space']",2015,25,129568,8.03
207,Little Witch Academia (TV),"['Adventure', 'Comedy', 'Fantasy', 'Magic', 'School']",2017,25,340616,8.03
208,Kurenai no Buta,"['Action', 'Adventure', 'Comedy', 'Drama', 'Historical', 'Military', 'Romance']",1992,1,124150,8.03
209,Kobato.,"['Comedy', 'Drama', 'Romance', 'Fantasy']",2009,24,123252,8.03
210,High Score Girl,"['Game', 'Comedy', 'Romance', 'School', 'Seinen']",2018,12,101399,8.03
211,Full Moon wo Sagashite,"['Music', 'Comedy', 'Supernatural', 'Drama', 'Romance', 'Shoujo']",2002,52,80316,8.03
212,Wotaku ni Koi wa Muzukashii,"['Comedy', 'Romance', 'Slice of Life']",2018,11,307339,8.04
213,Mahou Shoujo Lyrical Nanoha A's,"['Action', 'Comedy', 'Drama', 'Magic', 'Super Power']",2005,13,52796,8.04
214,Magi: Sinbad no Bouken (TV),"['Action', 'Adventure', 'Fantasy', 'Magic', 'Shounen']",2016,13,234179,8.04
215,Kimi to Boku. 2,"['Comedy', 'Drama', 'Romance', 'School', 'Shounen', 'Slice of Life']",2012,13,63315,8.04
216,Higurashi no Naku Koro ni,"['Mystery', 'Dementia', 'Horror', 'Psychological', 'Supernatural', 'Thriller']",2006,26,530024,8.04
217,Kamisama Hajimemashita OVA,"['Comedy', 'Demons', 'Supernatural', 'Romance', 'Fantasy', 'Shoujo']",2013,2,69499,8.04
218,Hanamonogatari,"['Mystery', 'Comedy', 'Supernatural']",2014,5,251188,8.04
219,Golden Boy,"['Adventure', 'Comedy', 'Ecchi']",1995,6,197055,8.04
220,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,"['Romance', 'Samurai', 'Historical', 'Drama', 'Shounen']",2001,2,64269,8.05
221,Overlord,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Supernatural']",2015,13,742933,8.05
222,Love Live! The School Idol Movie,"['Music', 'School', 'Slice of Life']",2015,1,82959,8.05
223,Log Horizon,"['Action', 'Game', 'Adventure', 'Magic', 'Fantasy']",2013,25,695241,8.05
224,Junjou Romantica 2,"['Comedy', 'Drama', 'Romance', 'Shounen Ai']",2008,12,124152,8.05
225,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,"['Slice of Life', 'Fantasy']",2019,14,51472,8.06
226,Free!: Eternal Summer - Kindan no All Hard!,"['Comedy', 'School', 'Slice of Life']",2015,1,60916,8.05
227,Carole & Tuesday,"['Drama', 'Music', 'Sci-Fi']",2019,24,136078,8.05
228,Zetsuen no Tempest,"['Action', 'Mystery', 'Psychological', 'Drama', 'Magic', 'Fantasy', 'Shounen']",2012,24,411231,8.06
229,Tamako Love Story,"['Comedy', 'Romance', 'Slice of Life']",2014,1,172578,8.06
230,Phantom: Requiem for the Phantom,"['Action', 'Drama', 'Seinen', 'Thriller']",2009,26,235408,8.06
231,Nurarihyon no Mago: Sennen Makyou,"['Action', 'Demons', 'Shounen', 'Supernatural']",2011,24,116520,8.06
232,Kara no Kyoukai: Mirai Fukuin,"['Drama', 'Mystery', 'Seinen', 'Supernatural']",2013,1,70197,8.06
233,Kanon (2006),"['Slice of Life', 'Supernatural', 'Drama', 'Romance']",2006,24,211156,8.06
